features,labels
['نیویارک (مانیٹرنگ ڈیسک) امریکہ میں ہونے والی ایک طبی تحقیق میں سامنے ہارورڈ یونیورسٹی کی تحقیق میں بتایا گیا کہ  جو جنوری اور فروری میں پیدا ہونے والے بچے جسمانی و دماغی طور پر بہت کمزور ہوتے ہیں سائنسدانوں نے امریکہ کے قومی ادارہ شماریات کے اعداد و شمار حاصل کرکے 19مختلف پیشوں اور لوگوں کی پیدائش کے مہینوں کا تجزیہ کرکے مزید حیران کن انکشاف کیا ہے اس تجزئیے میں معلوم ہوا کہ جنوری اور فروری میں پیدا ہونے والے لوگ بڑے ہو کر سب سے زیادہ بیماریوں میں مبتلا ہوتے ہیں ان 2 مہینوں میں پیدا ہونے والے اکثر لوگ ایسے پیشوں سے منسلک ہوئے جہاں انہیں زندگی کے ہر موڑ پر ناکامی کا سامنا کرنا پڑا اس کے برعکس باقی مہینوں میں پیدا ہونے والے افراد ان پیشوں کی طرف بہت کامیاب ہوئے محققین کا ماننا ہے کہ نتائج سے معلوم ہوا کہ 1992ء سے 2009ء کے درمیان دنیا کی 500 بڑی کمپنیوں کے چیف ایگزیکٹو آفیسرز میں سے  15 فیصد جنوری اور فروری کے علاوہ باقی مہیںوں میں پیدا ہوئے اس لیے انھوں نے ہر میدان میں کافی کامیابیآں اپنے نام کیں '],Fake
['اولاد بھی ہو اور نیک بھی ہو یہ کون نہیں چاہتا لیکن کسی بھی شادی شدہ جوڑے کی اولین خواہش اولاد کی خواہش ہوتی ہے اور ایسی اولاد ہو جس طرح کی وہ چاہتے ہیں یہ پڑھ کر آپ حیران ہو جائیں گے کیونکہ چین کے ممتاز سائنسدانوں نے اس بات کو صحیح ثابت کر دیا ہے یہ محیرالعقول کارنامہ چینی شہر شین ژن کی سدرن یونیورسٹی آف سائنس اینڈ ٹیکنالوجی کے سائنسدان سرانجام دینے جا رہے ہیں سائنسدانوں نے ایک ایسا حیران کن طریقہ بتا دیا ہے جس سے اس بات کو ثابت کیا گیا ہے کہ انسانی ایمبریو کا ڈی این اے ایڈٹ کرکے اس میں تبدیلیاں کرنے کے بعد آپ اپنی پسند کی خصوصیات اپنی اولاد میں ڈال سکتے ہیں اگر آپ چاہیں تو آپ کا بچہ لمبا ہو خوبصورت ہو گورا ہو ذہین ہو اچھے مزاج کا مالک ہو اور بہت سی حیرت انگیز خوبیوں کا حامل ہو تو یہ صرف آپ کی خواہش ہی نہیں ہو گی بلکہ اس کو حقیقت میں عملی جامہ پہنایا جا سکتا ھے '] [' سستا اور استعمال میں آسان ٹول ہے اس کے ذریعے سائنسدان بچے کے ڈی این اے سے CCR5نامی جین نکال دیں گے یہی جین ہے جو مذکورہ بیماریوں کا سبب بنتا ہے اس کے خاتمے کے بعد ان بچوں کے جسم میں ان بیماریوں کے خلاف اتنی مدافعت پیدا ہو جائے گی کہ انہیں یہ کبھی لاحق ہی نہیں ہوں گی رپورٹ کے مطابق سائنسدانوں نے ایسے بچے پیدا کرنے کے لیے مرد و خواتین کی بھرتی شروع کر دی ہے جن کے سپرمز اور بیضے لے کر یہ بچے پیدا کیے جائیں گے'] [' سائنسدانوں نے جدید تحقیق میں بتایا ہے کہ انسانی ایمبریو کا ڈی این اے میں  کچھ مخصوص تبدیلیوں سے اسے مستقبل کی بیماریوں سے بھی محفوظ رکھا جا سکتا ہے اور ساتھ ہی ساتھ آپ کے ساتھ ہو جائیں گے انسانی ایمبریو میں موڈی فیکیشن کرنے کے برد اس کی نشو و نما کے لیے ماں کے پیٹ کے اندر رکھ دیا جائے گا اس نئی تحقیق پر کافی کام کیا جارہا ہے شروعات میں سائنسدانوں کو کافی مشکلات کا سامنا کرنا پڑا کیونکہ بہت سے لوگ اس تحقیق سے متفق نہیں نظر آتے تھے لیکن بعدازاں ان سب نے اس بات سے اتفاق کیا ہے کہ یہ جدید تحقیق قدرت کے قانون کے خلاف نہیں ہے '],Fake
['لاہور ملتان سندھ کے شہروں بدین نواب شاہ اور بلوچستان کے ضلع گوادر چیچہ وطنی سمیت پنجاب کے مختلف شہروں میں آج بھی اسموگ یا آلودہ دھند سے بچاؤ کے لیے مختلف تدابیر کرنے کا فیصلہ کر لیا ہے گزشتہ دو سالوں سے پاکستان میں بھی سموگ نے بسیرا کیا ہوا ہے جس کے باعث عام شہریوں کو بہت سی مشکلات کا سامنا کرنا پڑتا ہے ذرائع کے مطابق طبی ماہرین کا کہنا ہے کہ یہ سموک مختلف بیماریوں کا سبب بھی بن سکتی ہے جن میں شہری آنکھوں جلد خارش اور گھٹن اور سانس جیسی بیماریوں میں مبتلا ہوسکتے ہیں تحقیق سے یہ بھی ثابت کیا گیا ہے کہ سموگ بننے کی سب سے بڑی وجہ ہمارے ماحول میں موجودہ فضائی آلودگی ہے گاڑیوں فیکٹریوں اور بھٹیوں سے نکلنے والا دھواں سموگ کا باعث بن رہا ہے اس بات کا نوٹس لیتے ہوئے حکومت پنجاب اور محکمہ موسمیات نے اسکے خاتمے کیے چند اہم اقدامات کرنے کا فیصلہ کیا ہے جس کے نتیجے میں بہت سی فیکٹریوں اور بیٹھیوں کے مالکان کو نوٹس بھجوا دیے گئے ہیں اور انکو ہدایات جاری کی گئی ہیں ماحول دوست احتیاطی تدابیر اپنائیں تاکہ فیکٹریوں اور بیٹھیوں سے نکلنے والا دھواں ماحول کو آلودہ  نہ کرسکے ان ہدایات پر سختی سے عمل پیرا ہونے کی بھی تلقین کی گئی ہے بصورت دیگر مجرم کو 10 لاکھ جرمانے کے ساتھ 2 سال قید بمشقت بھی سنائی جائے گی اور انکی فیکٹریاں اور بیٹھیویاں بھی سیل کر سی جائیں گی یہ تمام اقدامات اس لیے ضروری ہیں  تاکہ حومت پاکستان  پاکستان میں رہنے والے مقیم شہریوں کو ان تمام مہلک بیماریوں سے نجات مل سکے اور فضائی آلودگی کو بھی کنٹرول کیا جاسکے'],Fake
['آئرلینڈ (ویب ڈیسک) ماہرین نے کہا ہے کہ عمر رسیدہ افراد میں نیند کی کمی ڈپریشن کی اصل وجہ بنتی ہے جس کی وجہ سے وہ جلدی غصہ میں آجانے کیساتھ بہت سخت میزاج کے مالک بن جاتے ہیں تازہ ترین سروے کے مطابق 75 فیصد کیسز میں رات کو نیند کی کمی جیسے اہم جزو کی کمی ہی ڈپریشن اور جلدی غصہ ہونے کا مرض پیدا کرتی ہے 4 سالہ تحقیق اور سروے کے بعد ماہرین نے انکشاف کیا ہے کہ عمر رسیدہ افراد کس طرح معمولی سی احتیاط کرکے ذہنی تنائو اور ڈپریشن سے محفوظ رہ سکتے ہیں اگر نوجوان بھی 8 گھنٹے کی نیند کو یقینی بنائیں ورنہ آگے چل کر ڈپریشن کے مرض میں مبتلا ہو سکتے ہیں درمیانی عمر یا ضعیفی میں ڈپریشن معیار زندگی کو مشکل بنا دیتا ہے اور یہاں تک وقت سے قبل موت سے ہمکنار کرسکتا ہے اس لیے ماہرین کا کہنا ہے کہ رات کو پرسکون نیند سے عمر رسیدہ افراد کو ڈپریشن کی اس خوفناک کیفیت سے باہر نکالا جا سکتا ہے '],Fake
['لندن (ویب ڈیسک) آج کل کے دور میں ہر کوئی بالخصوص خواتین خوبصورت اور رنگ گورا کرنے سمیت کم عمر نظر آنے کی دوڑ میں لگی ہوئی ہیں جن افراد کا رنگ گورا گندمی ہوتا ہے انہیں گورا ہونے اور جو گورے ہیں انہیں گندمی ہونے کا شوق ہے اس دور میں لوگ بہت سی ایسی مہنگی کریمیں اور ماسک وغیرہ استعمال کرتے ہیں جن سے انہیں وقتی طور پر تو اپنے متعلقہ نتائج مل جاتے ہیں لیکن بعدازاں نقصان اٹھانا پڑتا ہے بہت سی لڑکیاں اسی کوشش میں اپنے چہرے کی پلاسٹک سرجری بھی کروا لیتی ہیں جس کے سنگین نتائج سے وہ آشنا ہوتی ہیں حال ہی میں رپورٹ کے مطابق ایک لڑکی نے پرکشش نظر آنے کی کوشش میں اپنی شکل کا حُلیہ خراب کر لیا ہے  لیکن اب پچھتائے کیا ہوت جب چڑیاں چگ گئیں کھیت دی مرر کے مطابق اس ماہر کا نام مکتیہے جو ایک نامیاتی سکن کیئر کمپنی کی مالک بھی ہے اس نے بتایا ہے کہ  گھریلو ٹوٹکوں سے رنگ گورا کرنا انتہائی آسان اور سستا طریقہ ہے جیسا کہ کریم میں گندم کا آٹا چاول کا آٹا سوڈا لیموں اوپٹن اور ہلدی کے استعمال سے آپ اپنا رنگ گورا کر سکتے ہیں اگر چند دن اس پر عمل کیا جائے تو آپ اپنی عمر سے کئی سال چھوٹے لگنے لگیں گے مکتی کا مزید کہنا تھا کہ چہرے پر پریشانی اور ذہنی دباﺅ کے آثار ہی ہمیں عمرسے زیادہ بڑا بنا دیتے ہیں اس لیے گھریلو ٹوٹکوں کا زیادہ  استعمال آپ کے چہرے پر موجود چھائیاں جلد اور لمبے عرصے کے لیے نہ صرف ختم کرے گا بلکہ چہرے پر ایک نئی رونق بھی لے آئے گا'],Fake
['گرمیوں کے آنے کے ساتھ ہی مختلف بیماریوں کا سلسلہ بھی شروع ہوجاتا ہے بہت سے لوگ اس طرح کی موسمی بیماریوں کو معمولی جان کر ان کا علاج گھر پر ہی کرنے کی کوشش کرتے ہیں اور جب بات ان کے بس کی نہیں رہتی تو وہ ہسپتالوں کا رخ کرلیتے ہیں تھے آغا خان یونیورسٹی اور برطانیہ کی کیمبرج یونیوسٹی کے طبی ماہرین کی تحقیق کے مطابق ایسے ہی کچھ مسائل سے جنوبی ایشیا بشمول پاکستان بھی آج کل دو چار ہے یوں تو مختلف لوگوں نے مختلف ممالک موسمی بیماریوں سے بچے کے لئے اینٹی باڈیز کا استعمال کرتے ہیں اور ان کا بے جا استعمال انکو ریز سٹیٹ بنا دیتا ہے جو آجکل سائنسی دنیا کا ایک اہم مسئلہ بنا ہوا ہے حال ہی میں فیصل آباد سے ملحقہ علاقوں سے آنے والے مریضوں اس بیماری کے چند کیسز رپورٹ ہوئے تھے ڈاکٹرز سے معلوم کیا گیا ہے کہ وہ سب مریض ری سیٹ مارگن کا شکار ہیں جس میں ایکس ڈی آر نامی ٹائیفائیڈ کی قسم بھی عام ہے 2015 میں اس ٹائیفائیڈ کے بارے میں معلوم ہونے کے بعد اس پر تحقیق کی گئی جس سے مزید پتا چلا کہ اس بیماری کے جراثیم 5 اینٹی بائیوٹک کے خلاف مزاحمت کرتے ہیں آغا خان یونیورسٹی اور برطانیہ کی کیمبرج یونیوسٹی کے طبی ماہرین کی تحقیق کے مطابق اس نئی قسم پر بہت کم اینٹی بائیوٹکس اثر کرتی ہیں اور یہ دوبارہ خوبخود جنم لے لیتی ہے آغا خان یونیورسٹی سے ترلق رکھنے والے طاہر یوسفزئی کے مطابق یہ بھی معلوم ہوا ہے کہ اس بیماری سے متاثر ہونے والوں میں زیادہ تعداد چھوٹے بچوں کی ہے،اور بچوں کے لیے جو ویکسین اس وقت موجود تھی وہ عالمی ادارہ صحت سے منظور شدہ نہیں تھی تاہم انھوں نے کہا کہ جیسے ہی عالمی ادارہ صحت نے نئی ٹائپ بار ٹی وی سی ویکسین کی منظوری دی تو اسے فیصل آباد کے علاقے اسلام پورہ  اور لکشمی چوک کے تقریباً 28000000 بچوں کے لیے منگوا لیا گیا جن میں سے اب تک 100000 ہزار کو ویکسینیں لگائی جا چکی ہیں ڈاکٹروں نے اپیل کی ہے کہ لوگ اس طرح دوایوں کے بے دریغ استعمال سے گریز کریں اور کوشش کریں کہ ایسی صورتحال میں فوری طور پر ڈاکٹر سے مشورہ کیا جائے اور احتیاطی تدابیر اپنائیں جائے تاکہ ان مہلک اور موذی بیماریوں سے بچا جا سکے'],Fake
['پاکستان کے دارالحکومت اسلام آباد  میں اب پولیو کے مکمل خاتمے کے لیے ایک ایسی ویکسین تیار کرلی ہے جس سے پولیو سے مکمل طور پر نجات حاصل کی جاسکتی ہے دنیا بھر میں بہت سی بیماریاں ناپید ہوچکی ہیں جن سے ماضی میں بہت سی انسانی زندگیوں کا نقصان ہوا تھا ترقی یافتہ ممالک نے کافی حد تک بیماریوں کا علاج کر کے ان پر غلبہ پا لیا ہے تاہم پاکستان جیسے ترقی پذیر ملک پولیو سے جان چھڑانے میں ناکام رہا ہے حال ہی میں ہونے والے بی بی سی اور ورلڈ ہیلتھ آرگنائزیشن کے ایک سروے سے یہ نتیجہ اخذ کیا گیا ہے کہ پاکستان میں ابھی بھی کچھ ایسے علاقے موجود ہیں جہاں پر پولیو وائرس ابھی بھی پھیلا ہوا ہے اور وہ مسلسل پھیل رہا ہے اور پولیو کے  مریضوں میں اضافہ ہو رہا ہے والدین اپنے بچوں کو پولیو کی ویکسینیشن نہیں لگواتے جس کے بعد پاکستان کے شمالی حصے میں پولیو کے مریضوں کی تعداد زیادہ ہے پاکستان ابھی تک پولیو کی ویکسینیشن برآمد کر رہا ہے لیکن پاکستانی سائنسدانوں کا ماننا ہے کہ وہ بھی اس ویکسین کو بنا سکتے ہیں اور وہ اس پر کام بھی کر رہے ہیں 2019 کے آخر تک وہ اس سلسلے میں مکمل کامیابی بھی حاصل کرلیں گے جس سے پاکستان میں موجود پولیو جیسے مرض سے مکمل طور پر نجات حاصل کر لی جائے گی'],Fake
['جدید سائنس نے گرمی کا مستقل توڑ نکال دیا ہے  ایک ایسا ایئر کنڈیشنر تیار کیا گیا ہے جو ہمیں ہر وقت گرمی سے بچانے کی  بخوبی صلاحیت رکھتا ہے دور جدید میں نت نئے آلات نے انسانوں کی زندگی کو آسان اور بہتر بنا دیا ہے حال ہی میں لاہور کے شہری معاز نے گرمی کا توڑ نکالنے کے لیے ایک ایسا ایئر کنڈیشنر تیار کیا ہے جس سے بجلی کی کوئی ضرورت نہیں جب گرمیوں میں درجہ حرارت زیادہ ہو جاتا ہے تو یہ ایئر کنڈیشنر  قدرتی گرمی کو استعمال کرتے ہوئے کام کرنے کی صلاحیت رکھتا ہے اور جس جگہ ایئر کنڈیشنر لگا ہوں وہاں کا درجہ حرارت کم کردیتا ہے پاکستان سائنس اسوسی ایشن کے ڈائریکٹر کا کہنا تھا کہ وہ اس ایئر کنڈیشنر کو بڑے پیمانے پر بنانے کی خواہش رکھتے ہیں اور اس کے لیے وہ حکومت پاکستان سے مالی معاونت کی بھی استدعا کرتے ہیں اسکے استعمال سے گھر کے بجلی  اخراجات میں بھی نمایاں کمی آسکتی ہے چونکہ پاکستان ترقی یافتہ ملک ہونے کے باوجود بجلی کا بحران رکھتا ہے جس کی وجہ سے پاکستان میں بجلی کا شارٹ فال ہوتا ہے اس لیے یہ ایئر کنڈیشنر کسی نعمت سے کم نہیں ہے انکا مزید کہنا تھا کہ اس ایئرکنڈیشنر کے صحت پر منفی اثرات نہیں مرتب ہوںگے اور شہری مختف بیماریوں جیسا کہ سانس لینے میں دشواری سر اور جسم میں درد یعنی تھکاوٹ کا محسوس ہونا جلد اور بالوں کا بے رونق اور خشک نظرآنا جلد کی بیماریوں کھجلی اور بلڈپریشر وغیرہ سے محفوظ رہیں گے '],Fake
['کراچی اقوام متحدہ کے ادارہ برائے چلڈرن ایمرجنسی فنڈ یونیسیف نے پاکستان کو نومولود بچوں کی اموات میں سب سے خطر ناک ملک قرار دے دیا پاکستان کے شہر پشاور میں پیش آنے والے واقعے کی رپورٹ سامنے آئی رپورٹ کے مطابق حالیہ 2018 میں نوزائیدہ بچوں کی اموات کی شرح بڑھ گئی ہے 14 دسمبر 2018 کو پیدا ہونے والے 20 بچوں کی جان چلی گئی اس کی وجہ بتائی جارہی ہے کہ آپریشن تھیٹر سے بچوں کو ایک خطرناک وائرس کا حملہ ہوا جس کے باعث وہ معصوم بچے پیدا ہونے کے کچھ ہی گھنٹوں بعد جان سے ہاتھ دھو بیٹھے پولیس نے اس بات کا نوٹس لیتے ہوئے مزید تحقیقات کرنے کا حکم دے دیا ہے اور ہسپتال اور اس کی انتظامیہ کے خلاف ایف آئی آر درج کر لیا گئی ہے لیبارٹری کی رپورٹ سے پتہ چلا ہے کہ یہ وائرس ماؤں کے ذریعے بھی بچوں میں منتقل ہوسکتا ہے اور اس کے بارے میں ابھی تک جانچ پڑتال کی جا رہی ہے اور کوئی کوئی حتمی نتیجہ اخذ نہیں کیا جا سکا 1990 سے 2016 کے درمیان اس آپریشن تھیٹر میں بچوں کی شرح اموات 73 فیصد تک بڑھ گئی جو تقریباً 7 تہائی کے برابر ہے رپورٹ کے مطابق پاکستان میں ہر سال 60 لاکھ بچے ایک ماہ سے قبل ہی موت کا شکار ہوجاتے ہیں جبکہ ان میں سے 27 لاکھ بچے اپنا پہلا اور آخری سانس پیدائش والے دن ہی لیتے ہیں اور ان میں سے ہر ایک کی اموات ایک المیہ ہے کیونکہ ان میں سے زیادہ تر قابل علاج ہوتے ہیں رپورٹ میں کہا گیا کہ 92 فیصد نومولود بچوں کی اموات کی وجہ صفائی کے ناقص انتظامات ہیں اس لیے محکمہ صحت نے اس کیس کا نوٹس لیتے ہوئے سارے ہسپتالوں کے جائزے اور انتظامات درست کرنے کی تلقین کی ہے تا کہ آنے والے وقت میں کوئی ایسی صورتحال کا سامنا نہ کرنا پڑے اور ہسپتال اور اس کی انتظامیہ کو تلقین کی ہے کہ وہ تمام آپریشن تھیٹر کی صفائی کو مکمل طور پر یقینی بنایا جائےتاکہ ان بچوں کی زندگیوں کو بچایا جاسکے'],Fake
[' '] [' '] ['زیورخ سائنس دان ایسے روبوٹ بنانے میں کامیاب ہوگئے ہیں جو انسانی آنکھ سے غائب ہونے کی صلاحیت رکھتے ہیں تحقیقی جریدے سائنس ایڈوانس میں شائع ہونے والے ایک مقالے کے مطابق سائنس دان حماد ساکر کی قیادت میں 2 انجینیئرنگ کمپنی کے ماہرین ایسے لچکدار روبوٹس بنانے میں کامیاب ہوگئے ہیں جو ہوا کی طرح انسانی آنکھ سے غائب ہو جاتے ہیں ان روبوٹس کو تکونی شکل کی طرح بنایا گیا ہے جو پانی اور خون میں تیرنے کی صلاحیت سے بھی مالا مال ہونے کے ساتھ ساتھ اطراف کے ماحول کے تحت انسانی آنکھ سے غائب ہو جاتے ہیں یہاں تک کہ اپنی رفتار کم کیے بغیر انسانی جسم میں داخل ہو کر خون کی نالیوں میں بھی سفر کرسکتے ہیں ان روبوٹس میں ایسا انٹیلی جنس پروگرام مرتب کیا گیا ہے جس کی مدد سے یہ روبوٹس مختلف کام بخوبھی سر انجام دینے کی صلاحیت رکھتے ہیں جیسا کہ جاسوسی کرنا پانی اور خون میں تیرنا جس کے باعث طب کی دنیا میں اسے اس صدی کی سب سے بڑی ایجاد قرار دیا گیا ہے ڈاکٹرز اس روبوٹ کو جسم میں دوا کی ترسیل جراحت اور پیچیدہ زخموں کو بھرنے کے لیے استعمال کر سکیں گے '],Fake
['واشنگٹن 7 مئی (ایجنسی) خواتین اپنی جلد کے ساتھ ساتھ آنکھوں کو دیدہ زیب اور روشن بنانے کے لیے کئی جتن کرتی ہیں ماہرین غذائیات کے مطابق ایلوویرا خواتین کی خوبصورتی میں بہت اہم کردار ادا کرتا ہے جو کہ جلد کو دھوپ کی تمازت اور جھلسنے سے بھی بچاتا ہے خواتین ہمیشہ سے ہی گھریلو ٹوٹکے استعمال کرنے میں مصروف رہتی ہیں اور وہ حسین بننے کی بھی کوشش کرتی ہیں اور بہت سی ایسی چیزوں سے فائدہ بھی حاصل کرتی ہیں جیسے ہلدی دودھ دہی انڈا تیل وغیرہ لیکن الویرا ان تمام چیزوں سے بھی زیادہ مفید ثابت ہوتا ہے لوگ اسے فیشل کرنے کے لیے بھی استعمال کرتے ہیں اور کلیننگ کے طور پر بھی اس کا نچوڑ بالوں میں بھی لگایا جا سکتا ہے جس سے بالوں میں ناصرف خشکی ختم ہوتی ہے بلکہ بال مضبوط اور گھنے ہو جاتے ہیں جس سے بالوں میں ایک نمایاں کشش سے آجاتی ہے ماہرین کے مطابق کیمیکل سے تیار کردہ شیمپو ہر گزاستعمال نہ کریں جو کہ نہ صرف بالوں کو کمزور بلکہ ان کو ان کی رنگت میں بھی نمایاں کمی کی وجہ بنتے ہیں اس لیے انکا کہنا تھا کہ خواتین کے لیے گھریلو ٹوٹکے جیسا کہ ایلوویرا کا استعمال کرنا زیادہ بہتر ہے'],Fake
[' '] [' پاکستان گردے ناکارہ ہونے کی بیماری سے نجاد پانے لگا   اسلام آباد '] ['گزشتہ برسوں میں ملک بھر میں گردے ناکارہ ہونے کی بیماری بہت پھیل گئی  تھی جب کہ گردوں کی بیماری کے باعث پاکستان میں سالانہ 20  ہزار افراد اموات ہوتی تھی گردے ناکارہ ہونے کے باعث وفاقی دارالحکومت اسلام آباد کے پمز اسپتال میں واقع ڈائیلاسز یونٹ میں گذشتہ 5 برس کے دوران کل 72294 مرتبہ مریضوں کے ڈائیلاسز کیے گئے تھے دی مرر کے حالیہ رپورٹس کے مطابق رواں سال پاکستان نے حیران کن حد تک اس بیماری پر قابو پا کر کئی زندگیوں کا ختم ہونے سے بچا لیا ہے'],Fake
['سندھ کے ضلع تھر پارکر کے علاقے مٹھی میں واقع سول اسپتال میں غربت گندے پانی اور صاف پانی کی قلت مزید 4 جا نیں لے گئی محکمہ صحت کے ذرائع کے مطابق سول اسپتال مٹھی میں 4 مزید بچے انتقال کر گئے '] [' ہیں محکمہ صحت کے حکام کا کہنا ہے کہ پاکی کی قلت کی وجہ سے انتقال کرنے والے بچوں میں 2 نوزائیدہ جبکہ 2 کی عمریں 3 دن ہیں ڈبلیو ایچ او کے تحقیقاتی ٹیم کے سربراہ رضوان احمد کا کہنا ہے کہ اموات کا سلسلہ ایسا ہی رہا تو ضلع تھر پارکر میں آبادی حیران کن حد تک کم ہو جائے گی '],Fake
['صو بہ سندھ کے ضلع تھر پار کر کے قحط زدہ علاقے میں صاف پانی کی قلت کئی ہزاروں جانیں لی گئی علاج کی تشخیص کے لیو مناسب انتظامات نہ ہونے کی وجہ سے وہاں کے رہائشی موت کی آغوش میں جا رہے ہیں'] ['محکمہ صحت کے حکام کے مطابق تھر پارک کے سول اسپتال مٹھی میں 3 مزید بچے غدائیت کی قلت کے باعث انتقال کر گئے'] ['تفصیلات کے مطابق محکمہ صحت کے حکام کا کہنا ہے کہ انتقال کرنے والے بچوں میں 2 نومولود شامل تھے جبکہ ایک کی عمر 15 دن تھی ان بچوں کی اموات گزشتہ 24 گھنٹوں کے دوران ہوئیں جن کا سبب صاف پانی کی قلت سمیت دیگر امراض تھے انکا مزید کہنا تھا کہ گزشتہ م4 مہینوں میں صاف پانی اور غذائیت کی قلت سے مختلف بیماریوں نے جنم لیا ہے جس کے باعث کے ہلاکتوں کی تعداد 40 ہو گئی ہے'],Fake
['سائنسدانوں نےبڑھاپے میں جوان رہنے کے لیے ایک اینٹی بائیوٹک دوا تیار کرنے کا دعویٰ کر دیا ہے'] ['تحقیق کےمطابق ایزیتھرومائیسن  '] ['نامی اینٹی بائیوٹک انسانی جسم میں موجود ناکارہ سیل ختم کر کے نئے صحت مند سیل بنانے کی صلاحیت رکھتی ہے جس سے انسان بڑھاپے میں بھی جوان نظر آتا ہے '] ['برطانیہ کی سیلفرڈ یونیورسٹی میں کی جانےوالی ایک تحقیق میں دعویٰ کیا گیا ہے کہ ایزیتھرومائیسن '] ['نامی اینٹی بائیوٹک بڑھاپے کی اثرات کو نہ صرف کم کرنے میں معاون ثابت ہوسکتی ہے بلکہ یہ انسانی ہڈیوں کو مضبوط بنانے میں بھی بہت اہم کردار ادا کرتی ہے تحقیق کےمطابق ضعیف سیلز ختم ہونے سے انسان کی جلد بھی تروتازہ رہتی ہے اس سے انسان بڑھاپے کے سے چھٹکارہ پا کر ہمیشہ کے لیے جواب رہ سکتا ہے'],Fake
['آسٹریلیا میں بھوٹانی ڈاکٹرز کی یک کثیر تعداد نے جانا شروع کردیا جس سے بھوٹان میں ڈاکٹرز کی قلت ہونے کی وجہ سے ہلاکتوں کی تعداد  20 سے زائد ہو گئی '] ['تازہ ترین تفصیلات کے مطابق 500 ارکان پر مبنی ڈاکٹرز اور نرسوں کی ٹیم نے آسٹریلیا کا رخ کر لیا جس سے'] ['ملبورن کے رائل چلڈرنز اسپتال کے سرجنز کی تعداد 1000 ہو گئی صحافیوں سے بات کرتے ہوئے سینئر ڈاکٹرز کا کہنا تھا  کہ'] ['آسٹریلیا پہنچنے پر بہت خوش تھیں اور یہاں پریکٹس کرنا چاہتے ہیں کیونکہ  بھوٹان کا شمار ترقی پذیر ممالک میں نہیں ہوتا ہے اور وہاں ڈاکڑز کے لیے اچھے مواقع موجود نہیں ہیں جس کے باعث انھیں اپنی پوری ٹیم کے ہمارا آسٹریلیا کا رخ کرنا پڑا کیونکہ یہاں آپریشن کرنے کے لیے جدید سہولیات میسر ہیں'],Fake
['نوجوان محبوب نے اپنی روسی محبوبہ کو علاج کے لیے اپنا دل دے دیا لوچین سائنس کی دنیا اور سیریل کلر نامی ویب سایٹ کا ممبر بھی تھا غیر ملکی میڈیا کے مطابق ایک روسی نوجوان اپنی روسی محبوبہ کو علاج کے لیے اپنا دل دے کر انتقال کر گیا جب میڈیا  نے اس خبر کا شائع کیا گرفتار کرکے تفتیش کی تو اس نے وجہ بتا دی کہ سن کر ہی انسان کے رونگٹے کھڑے ہو جائیں اس 21 سالہ نوجوان کا نام دمتری لوچین ہے جس نے اپنی گرل فرینڈ اولگا بوڈونوا کو علاج کے لیے اپنا دل دے دیا جو کہ عارض قلب میں مبتلا تھی یہ فرشتہ صفت شخص خاتون کو دل دے گیا اور موت قبول کر لی دمتری لوچین کی گرل فرینڈ اولگا بوڈونوا نے ہوش آنے پر دوران میدیا کو کہ وہ اپنے بوائے فرینڈ کیساتھ اس کے فلیٹ میں رہتی تھی جب 8 مارچ کو شراب نوشی کرتے ہوئے خواتین کے عالمی دن کا جشن منا رہے تھے کہ اچانک انکو دل کی درد محسوس ہوئی تو انھیں بلکل ہوش نہ تھی کہ وہ کدھر ہیں لیکن ابھی ڈاکٹز نے انھیں بتایا ہے کہ انکا دل کام کرنا چھوڑ گیا تھا اور ڈاکڑز کو ایک نئے دل کی ضرورت تھی لہذا 21 سالہ دمتری لوچین نے اپنا دل پیش کر دیا تاکہ وہ اپنی محبوبہ کو ندگی بخش سکیں ڈاکڑز کے لیے یہ بہت حیران کن واقعہ تھا کہ ایک شخص کسی کو اپنی جان کی قیمت ادا کر دے کیونکہ اکثر کہا جاتا ہے کہ محبوب کے لیے جن بھی حاضر ہے لیکن اسکو عملی جامہ پہنانہ کسی جرت مند مرد کے بس کی ہی بات ہے روسی محبوبہ نے مزید کہا کہ وہ اپنے بوائے فرینڈ کی یاد میں دل کے مریضوں کے لیے ایک ہسپتال بنوائیں گی تاکہ کسی دوسرے محبوب کو اپنی محبوبہ کے علاج کے لیے اپنی جان کا نذرانہ نہ پیش کرنا پڑے     '],Fake
